filename,objects_name,xmin,xmax,ymin,ymax,img_width,img_height,img_depth,objects_label
000039.jpg,tvmonitor,156,344,89,279,500,375,3,11
000041.jpg,tvmonitor,363,432,47,107,500,333,3,11
000041.jpg,person,216,307,92,302,500,333,3,4
000041.jpg,person,164,227,148,244,500,333,3,4
000042.jpg,train,263,500,32,295,500,335,3,8
000042.jpg,train,1,235,36,299,500,335,3,8
000044.jpg,chair,1,370,1,330,500,333,3,1
000044.jpg,cat,99,312,101,213,500,333,3,6
000046.jpg,bird,211,317,234,366,332,500,3,12
000047.jpg,car,15,459,1,312,500,333,3,2
000047.jpg,chair,439,487,170,230,500,333,3,1
000048.jpg,bird,58,291,107,465,375,500,3,12
000048.jpg,person,2,302,1,500,375,500,3,4
000050.jpg,chair,405,493,153,255,500,375,3,1
000050.jpg,chair,275,312,129,170,500,375,3,1
000050.jpg,bottle,360,381,192,265,500,375,3,13
000050.jpg,bottle,399,422,181,235,500,375,3,13
000050.jpg,bottle,270,291,180,247,500,375,3,13
000050.jpg,bottle,294,312,176,241,500,375,3,13
000050.jpg,person,68,293,96,375,500,375,3,4
000050.jpg,person,1,87,71,332,500,375,3,4
000050.jpg,person,185,259,68,197,500,375,3,4
000050.jpg,person,286,406,64,238,500,375,3,4
000051.jpg,motorbike,352,500,138,375,500,375,3,14
000051.jpg,motorbike,105,427,1,245,500,375,3,14
000051.jpg,person,415,465,61,195,500,375,3,4
000052.jpg,pottedplant,414,458,232,263,500,333,3,15
000052.jpg,pottedplant,291,333,237,270,500,333,3,15
000052.jpg,pottedplant,183,227,238,273,500,333,3,15
000052.jpg,pottedplant,52,99,244,274,500,333,3,15
000052.jpg,pottedplant,62,107,96,132,500,333,3,15
000052.jpg,pottedplant,184,225,94,128,500,333,3,15
000060.jpg,car,1,427,137,333,500,334,3,2
000060.jpg,car,1,479,62,235,500,334,3,2
000060.jpg,car,1,422,27,141,500,334,3,2
000060.jpg,car,44,458,7,134,500,334,3,2
000060.jpg,car,199,475,6,98,500,334,3,2
000061.jpg,boat,274,437,11,279,500,333,3,16
000061.jpg,boat,184,281,214,252,500,333,3,16
000063.jpg,dog,123,379,115,275,500,375,3,7
000063.jpg,chair,75,428,1,375,500,375,3,1
000064.jpg,bird,1,451,23,500,496,500,3,12
000065.jpg,dog,2,398,104,334,500,335,3,7
000066.jpg,person,209,228,187,230,500,375,3,4
000066.jpg,person,242,274,182,259,500,375,3,4
000066.jpg,person,269,295,188,259,500,375,3,4
000072.jpg,motorbike,40,333,71,473,333,500,3,14
000072.jpg,motorbike,33,331,42,136,333,500,3,14
000073.jpg,pottedplant,121,375,143,460,375,500,3,15
000073.jpg,pottedplant,2,64,154,459,375,500,3,15
000073.jpg,boat,270,375,155,331,375,500,3,16
000073.jpg,person,22,146,143,500,375,500,3,4
000077.jpg,cat,240,500,1,333,500,333,3,6
000077.jpg,cat,2,306,1,333,500,333,3,6
000078.jpg,dog,15,475,75,412,500,419,3,7
000078.jpg,dog,94,437,41,238,500,419,3,7
000081.jpg,sofa,235,462,158,282,500,333,3,17
000081.jpg,sofa,8,220,166,322,500,333,3,17
000081.jpg,person,198,341,156,231,500,333,3,4
000081.jpg,person,349,451,145,266,500,333,3,4
000081.jpg,person,61,170,162,333,500,333,3,4
000081.jpg,person,29,73,166,213,500,333,3,4
000081.jpg,person,298,433,246,333,500,333,3,4
000081.jpg,person,196,332,215,330,500,333,3,4
000081.jpg,person,270,324,298,333,500,333,3,4
000083.jpg,car,109,447,33,309,500,333,3,2
000083.jpg,person,380,435,2,135,500,333,3,4
000083.jpg,person,138,193,14,115,500,333,3,4
000083.jpg,person,1,75,20,204,500,333,3,4
000083.jpg,person,60,114,48,156,500,333,3,4
000083.jpg,person,32,83,51,162,500,333,3,4
000089.jpg,person,20,183,7,355,500,374,3,4
000089.jpg,person,98,429,215,374,500,374,3,4
000089.jpg,person,332,455,140,366,500,374,3,4
000089.jpg,chair,22,317,51,291,500,374,3,1
000091.jpg,car,125,195,241,284,500,375,3,2
000091.jpg,car,81,105,248,268,500,375,3,2
000091.jpg,car,91,126,250,274,500,375,3,2
000093.jpg,dog,175,344,125,254,500,339,3,7
000093.jpg,chair,53,500,3,338,500,339,3,1
000095.jpg,train,20,439,52,285,500,323,3,8
000095.jpg,train,1,114,125,234,500,323,3,8
000099.jpg,cat,4,320,77,252,500,375,3,6
000101.jpg,chair,185,348,58,186,500,333,3,1
000101.jpg,person,40,400,64,333,500,333,3,4
000102.jpg,sofa,416,500,175,314,500,375,3,17
000102.jpg,sofa,121,352,134,274,500,375,3,17
000104.jpg,tvmonitor,403,500,110,265,500,333,3,11
000104.jpg,person,291,442,75,333,500,333,3,4
000104.jpg,person,2,283,7,333,500,333,3,4
000107.jpg,sheep,471,500,174,227,500,375,3,18
000107.jpg,cow,296,334,149,178,500,375,3,19
000107.jpg,sheep,242,259,146,169,500,375,3,18
000109.jpg,bird,17,482,12,235,500,254,3,12
000110.jpg,person,79,110,233,314,500,375,3,4
000110.jpg,person,54,86,231,344,500,375,3,4
000110.jpg,person,31,50,233,303,500,375,3,4
000112.jpg,dog,70,277,174,328,333,500,3,7
000112.jpg,chair,287,316,162,198,333,500,3,1
000113.jpg,person,277,354,101,260,500,332,3,4
000117.jpg,aeroplane,1,498,42,284,500,333,3,9
000118.jpg,cat,164,281,97,375,500,375,3,6
000120.jpg,dog,66,440,121,276,500,400,3,7
000121.jpg,tvmonitor,251,475,28,267,500,375,3,11
000121.jpg,tvmonitor,22,251,28,273,500,375,3,11
000122.jpg,cat,36,430,20,474,475,480,3,6
000123.jpg,train,1,358,26,340,500,375,3,8
000125.jpg,bicycle,425,500,218,275,500,375,3,5
000125.jpg,person,436,467,188,223,500,375,3,4
000125.jpg,person,382,415,209,272,500,375,3,4
000125.jpg,person,353,383,213,276,500,375,3,4
000129.jpg,bicycle,70,255,202,500,334,500,3,5
000129.jpg,bicycle,251,334,242,500,334,500,3,5
000129.jpg,bicycle,1,67,144,436,334,500,3,5
000129.jpg,person,1,66,1,363,334,500,3,4
000129.jpg,person,74,272,1,462,334,500,3,4
000129.jpg,person,252,334,19,487,334,500,3,4
000130.jpg,boat,4,500,1,249,500,375,3,16
000131.jpg,car,1,475,99,266,500,333,3,2
000131.jpg,person,124,172,125,153,500,333,3,4
000131.jpg,person,184,226,121,154,500,333,3,4
000132.jpg,bus,43,279,66,363,500,421,3,20
000133.jpg,person,73,406,18,500,447,500,3,4
000133.jpg,horse,135,338,227,500,447,500,3,3
000133.jpg,person,22,75,1,101,447,500,3,4
000133.jpg,horse,42,137,58,104,447,500,3,3
000134.jpg,car,1,487,115,330,500,371,3,2
000138.jpg,person,6,154,56,285,500,332,3,4
000138.jpg,person,145,283,58,258,500,332,3,4
000138.jpg,person,224,440,54,332,500,332,3,4
000138.jpg,person,363,500,96,332,500,332,3,4
000140.jpg,dog,107,386,146,300,500,401,3,7
000140.jpg,sofa,2,500,113,401,500,401,3,17
000141.jpg,bird,25,418,53,399,500,423,3,12
000142.jpg,car,26,465,81,266,500,375,3,2
000143.jpg,cat,170,500,46,333,500,333,3,6
000146.jpg,person,155,252,208,408,374,500,3,4
000147.jpg,chair,33,65,105,146,500,333,3,1
000147.jpg,chair,77,114,114,149,500,333,3,1
000147.jpg,chair,146,175,125,150,500,333,3,1
000147.jpg,chair,227,247,132,154,500,333,3,1
000147.jpg,chair,302,327,127,153,500,333,3,1
000147.jpg,chair,373,402,121,153,500,333,3,1
000147.jpg,chair,435,465,112,149,500,333,3,1
000150.jpg,horse,186,319,78,264,500,333,3,3
000150.jpg,person,353,379,54,108,500,333,3,4
000150.jpg,person,415,436,51,109,500,333,3,4
000150.jpg,person,476,492,54,98,500,333,3,4
000150.jpg,person,489,500,51,100,500,333,3,4
000153.jpg,car,237,358,147,191,500,375,3,2
000153.jpg,car,138,166,56,70,500,375,3,2
000153.jpg,car,47,118,114,125,500,375,3,2
000153.jpg,car,3,64,109,122,500,375,3,2
000154.jpg,boat,59,367,76,266,500,333,3,16
000154.jpg,boat,441,458,193,213,500,333,3,16
000156.jpg,sofa,41,381,73,352,500,375,3,17
000156.jpg,car,432,496,103,144,500,375,3,2
000156.jpg,car,404,435,114,143,500,375,3,2
000158.jpg,bird,196,267,83,207,500,375,3,12
000159.jpg,person,234,286,48,124,500,333,3,4
000159.jpg,car,1,498,16,333,500,333,3,2
000161.jpg,car,104,446,34,390,500,390,3,2
000161.jpg,car,68,121,195,288,500,390,3,2
000162.jpg,tvmonitor,306,380,227,299,500,375,3,11
000162.jpg,person,196,309,143,369,500,375,3,4
000163.jpg,person,52,308,22,328,500,432,3,4
000163.jpg,motorbike,26,456,108,396,500,432,3,14
000164.jpg,motorbike,114,369,154,348,500,375,3,14
000164.jpg,person,292,446,49,370,500,375,3,4
000165.jpg,person,89,500,54,386,500,386,3,4
000169.jpg,car,23,480,28,284,500,333,3,2
000169.jpg,person,102,161,3,50,500,333,3,4
000169.jpg,car,439,500,23,178,500,333,3,2
000169.jpg,person,419,444,39,81,500,333,3,4
000169.jpg,person,454,487,36,71,500,333,3,4
000169.jpg,car,12,104,46,132,500,333,3,2
000170.jpg,bottle,87,109,100,165,500,375,3,13
000170.jpg,bottle,41,73,114,181,500,375,3,13
000170.jpg,bottle,324,352,148,206,500,375,3,13
000170.jpg,bottle,426,443,157,195,500,375,3,13
000170.jpg,person,3,43,91,206,500,375,3,4
000170.jpg,person,4,461,28,372,500,375,3,4
000171.jpg,dog,1,128,290,407,375,500,3,7
000171.jpg,person,94,375,21,491,375,500,3,4
000173.jpg,person,106,270,64,297,394,480,3,4
000173.jpg,horse,109,288,64,464,394,480,3,3
000174.jpg,person,143,426,5,333,500,333,3,4
000177.jpg,diningtable,59,461,152,375,500,375,3,10
000177.jpg,person,344,500,150,375,500,375,3,4
000177.jpg,person,321,456,85,362,500,375,3,4
000177.jpg,person,304,391,92,209,500,375,3,4
000177.jpg,person,280,337,88,172,500,375,3,4
000177.jpg,person,163,261,67,163,500,375,3,4
000177.jpg,person,125,164,94,166,500,375,3,4
000177.jpg,person,75,158,87,231,500,375,3,4
000177.jpg,person,1,97,112,375,500,375,3,4
000180.jpg,car,14,496,110,356,500,375,3,2
000184.jpg,boat,289,338,106,192,500,375,3,16
000184.jpg,boat,375,403,144,188,500,375,3,16
000184.jpg,boat,458,480,154,190,500,375,3,16
000184.jpg,boat,2,312,1,375,500,375,3,16
000187.jpg,tvmonitor,1,240,95,336,500,375,3,11
000189.jpg,bird,65,459,39,346,500,375,3,12
000190.jpg,bus,426,500,197,273,500,375,3,20
000190.jpg,bus,235,323,216,258,500,375,3,20
000190.jpg,bus,141,169,212,276,500,375,3,20
000190.jpg,bus,51,152,210,308,500,375,3,20
000190.jpg,bus,1,55,209,313,500,375,3,20
000190.jpg,person,314,325,241,269,500,375,3,4
000190.jpg,person,278,284,242,268,500,375,3,4
000190.jpg,person,273,278,245,257,500,375,3,4
000190.jpg,person,256,265,242,270,500,375,3,4
000190.jpg,person,247,256,244,268,500,375,3,4
000190.jpg,person,206,214,245,270,500,375,3,4
000190.jpg,person,187,196,243,277,500,375,3,4
000190.jpg,person,178,185,245,273,500,375,3,4
000192.jpg,person,116,356,64,375,500,375,3,4
000192.jpg,chair,2,49,212,375,500,375,3,1
000193.jpg,person,80,500,4,375,500,375,3,4
000193.jpg,person,1,227,29,375,500,375,3,4
000193.jpg,sofa,2,500,125,375,500,375,3,17
000194.jpg,horse,86,239,36,224,320,224,3,3
000194.jpg,person,115,203,19,136,320,224,3,4
000194.jpg,person,279,298,77,132,320,224,3,4
000198.jpg,train,160,286,134,239,500,335,3,8
000200.jpg,person,28,103,19,167,500,249,3,4
000200.jpg,person,16,178,54,249,500,249,3,4
000200.jpg,person,147,245,23,249,500,249,3,4
000200.jpg,person,227,400,19,249,500,249,3,4
000200.jpg,person,391,500,13,249,500,249,3,4
000200.jpg,bottle,364,389,212,249,500,249,3,13
000200.jpg,bottle,231,260,145,210,500,249,3,13
000203.jpg,chair,52,167,166,332,500,333,3,1
000207.jpg,bus,1,113,205,320,334,500,3,20
000208.jpg,diningtable,1,166,128,261,500,375,3,10
000208.jpg,chair,330,500,223,375,500,375,3,1
000208.jpg,chair,117,180,114,219,500,375,3,1
000208.jpg,chair,59,131,122,255,500,375,3,1
000208.jpg,chair,1,33,184,245,500,375,3,1
000208.jpg,sofa,203,436,151,308,500,375,3,17
000209.jpg,cat,14,400,76,375,500,375,3,6
000210.jpg,car,377,404,211,225,500,374,3,2
000210.jpg,person,443,468,211,235,500,374,3,4
000210.jpg,person,323,335,214,226,500,374,3,4
000210.jpg,person,15,37,214,240,500,374,3,4
000211.jpg,cow,48,244,262,349,500,375,3,19
000214.jpg,horse,205,500,1,375,500,375,3,3
000215.jpg,cat,144,338,81,411,500,468,3,6
000218.jpg,dog,253,383,64,255,500,333,3,7
000218.jpg,chair,107,202,1,174,500,333,3,1
000218.jpg,person,1,253,1,222,500,333,3,4
000219.jpg,motorbike,120,310,333,464,333,500,3,14
000220.jpg,car,40,464,127,292,500,375,3,2
000220.jpg,car,427,500,114,167,500,375,3,2
000220.jpg,person,265,312,147,187,500,375,3,4
000221.jpg,car,72,432,77,253,500,332,3,2
000222.jpg,diningtable,178,303,216,326,500,375,3,10
000222.jpg,person,250,362,237,375,500,375,3,4
000222.jpg,person,114,227,236,375,500,375,3,4
000222.jpg,bottle,221,235,223,266,500,375,3,13
000222.jpg,bottle,234,245,213,256,500,375,3,13
000222.jpg,person,341,376,149,216,500,375,3,4
000222.jpg,person,158,185,191,221,500,375,3,4
000222.jpg,person,159,206,177,230,500,375,3,4
000222.jpg,person,252,311,178,228,500,375,3,4
000222.jpg,person,291,332,193,241,500,375,3,4
000222.jpg,person,318,373,209,330,500,375,3,4
000222.jpg,person,100,170,206,342,500,375,3,4
000222.jpg,person,444,500,283,375,500,375,3,4
000222.jpg,chair,366,394,243,375,500,375,3,1
000222.jpg,chair,367,390,217,269,500,375,3,1
000224.jpg,tvmonitor,36,220,159,337,500,375,3,11
000224.jpg,bottle,401,500,245,375,500,375,3,13
000225.jpg,sheep,125,355,96,263,500,333,3,18
000225.jpg,sheep,2,47,22,81,500,333,3,18
000228.jpg,aeroplane,92,314,82,228,500,333,3,9
000229.jpg,diningtable,95,421,209,375,500,375,3,10
000229.jpg,person,399,486,219,371,500,375,3,4
000229.jpg,person,341,432,161,298,500,375,3,4
000229.jpg,person,384,437,135,203,500,375,3,4
000229.jpg,person,239,337,131,211,500,375,3,4
000229.jpg,person,148,211,144,255,500,375,3,4
000229.jpg,person,81,197,160,327,500,375,3,4
000229.jpg,person,2,107,188,375,500,375,3,4
000229.jpg,bottle,354,382,301,370,500,375,3,13
000229.jpg,bottle,39,54,124,161,500,375,3,13
000229.jpg,chair,461,500,189,282,500,375,3,1
000232.jpg,cow,47,376,92,334,500,375,3,19
000232.jpg,person,230,252,32,93,500,375,3,4
000232.jpg,boat,404,500,71,119,500,375,3,16
000232.jpg,boat,1,88,49,92,500,375,3,16
000232.jpg,boat,55,126,68,90,500,375,3,16
000233.jpg,sheep,277,483,106,267,500,375,3,18
000233.jpg,car,1,451,2,193,500,375,3,2
000235.jpg,chair,243,316,255,375,500,375,3,1
000235.jpg,chair,136,271,326,375,500,375,3,1
000235.jpg,chair,1,97,291,374,500,375,3,1
000235.jpg,chair,402,455,245,316,500,375,3,1
000235.jpg,diningtable,40,277,266,375,500,375,3,10
000235.jpg,sofa,415,457,192,254,500,375,3,17
000235.jpg,pottedplant,185,201,167,236,500,375,3,15
000236.jpg,bird,88,275,169,314,500,381,3,12
000241.jpg,boat,356,500,183,280,500,375,3,16
000241.jpg,boat,60,142,109,213,500,375,3,16
000241.jpg,boat,246,348,134,217,500,375,3,16
000242.jpg,cat,3,499,3,287,500,333,3,6
000244.jpg,sheep,116,157,202,230,500,333,3,18
000245.jpg,car,18,488,131,292,500,375,3,2
000245.jpg,person,303,329,139,171,500,375,3,4
000246.jpg,dog,60,331,44,310,500,375,3,7
000249.jpg,chair,67,183,188,330,500,333,3,1
000249.jpg,chair,108,160,174,205,500,333,3,1
000249.jpg,chair,156,202,169,195,500,333,3,1
000249.jpg,chair,173,274,184,326,500,333,3,1
000249.jpg,chair,268,316,182,307,500,333,3,1
000249.jpg,chair,269,314,160,186,500,333,3,1
000249.jpg,chair,307,376,119,228,500,333,3,1
000249.jpg,diningtable,102,324,177,302,500,333,3,10
000250.jpg,diningtable,1,474,170,375,500,375,3,10
000250.jpg,bottle,97,150,124,297,500,375,3,13
000251.jpg,car,1,149,474,500,453,500,3,2
000251.jpg,car,2,83,450,475,453,500,3,2
000251.jpg,car,96,275,435,500,453,500,3,2
000251.jpg,car,362,453,440,500,453,500,3,2
000251.jpg,person,52,70,429,469,453,500,3,4
000251.jpg,person,13,29,421,450,453,500,3,4
000251.jpg,person,21,39,429,461,453,500,3,4
000256.jpg,aeroplane,8,491,96,232,500,343,3,9
000257.jpg,tvmonitor,82,183,1,57,500,375,3,11
000257.jpg,person,20,222,142,375,500,375,3,4
000257.jpg,person,175,472,68,375,500,375,3,4
000259.jpg,person,171,499,1,361,500,362,3,4
000259.jpg,person,3,271,1,264,500,362,3,4
000262.jpg,car,343,500,96,196,500,196,3,2
000263.jpg,car,19,355,224,323,375,500,3,2
000263.jpg,car,1,69,355,499,375,500,3,2
000266.jpg,dog,98,374,19,500,375,500,3,7
000266.jpg,sofa,1,375,1,500,375,500,3,17
000268.jpg,aeroplane,180,436,103,281,500,333,3,9
000268.jpg,aeroplane,1,262,58,333,500,333,3,9
000269.jpg,bottle,185,205,264,320,500,332,3,13
000269.jpg,bottle,298,326,245,312,500,332,3,13
000269.jpg,bottle,240,261,1,26,500,332,3,13
000269.jpg,bottle,157,174,1,27,500,332,3,13
000269.jpg,bottle,139,155,1,28,500,332,3,13
000269.jpg,person,227,497,56,213,500,332,3,4
000269.jpg,person,91,245,59,261,500,332,3,4
000269.jpg,person,37,203,134,332,500,332,3,4
000269.jpg,person,226,413,75,274,500,332,3,4
000269.jpg,person,258,477,114,332,500,332,3,4
000270.jpg,train,150,443,120,183,500,323,3,8
000275.jpg,person,204,339,50,301,476,480,3,4
000275.jpg,horse,57,418,109,433,476,480,3,3
000276.jpg,person,129,230,163,319,375,500,3,4
000276.jpg,person,162,260,373,500,375,500,3,4
000276.jpg,person,32,140,373,500,375,500,3,4
000278.jpg,dog,294,500,156,375,500,375,3,7
000278.jpg,person,111,417,89,375,500,375,3,4
000282.jpg,chair,335,484,263,373,500,374,3,1
000282.jpg,person,327,476,104,300,500,374,3,4
000282.jpg,person,232,357,57,374,500,374,3,4
000282.jpg,person,3,199,32,374,500,374,3,4
000282.jpg,person,58,296,139,374,500,374,3,4
000285.jpg,person,224,462,77,375,500,375,3,4
000285.jpg,person,37,231,97,375,500,375,3,4
000285.jpg,chair,369,437,203,375,500,375,3,1
000285.jpg,chair,120,229,220,375,500,375,3,1
000288.jpg,person,485,500,174,280,500,333,3,4
000288.jpg,person,443,479,163,283,500,333,3,4
000288.jpg,person,419,439,153,240,500,333,3,4
000288.jpg,person,440,450,156,230,500,333,3,4
000288.jpg,person,412,430,163,248,500,333,3,4
000288.jpg,person,407,422,194,251,500,333,3,4
000288.jpg,person,373,401,157,266,500,333,3,4
000288.jpg,person,330,380,169,252,500,333,3,4
000288.jpg,person,1,20,153,305,500,333,3,4
000288.jpg,person,1,33,110,244,500,333,3,4
000288.jpg,car,30,77,142,205,500,333,3,2
000288.jpg,bus,67,382,21,278,500,333,3,20
000289.jpg,car,49,337,99,231,500,333,3,2
000294.jpg,bird,330,454,11,368,500,375,3,12
000294.jpg,bird,55,167,93,371,500,375,3,12
000296.jpg,car,427,500,125,181,500,348,3,2
000296.jpg,boat,44,459,120,222,500,348,3,16
000298.jpg,person,180,339,32,359,500,388,3,4
000302.jpg,car,488,500,276,320,500,375,3,2
000302.jpg,car,475,486,251,273,500,375,3,2
000302.jpg,car,279,478,225,340,500,375,3,2
000302.jpg,car,245,316,230,280,500,375,3,2
000302.jpg,car,1,87,241,375,500,375,3,2
000302.jpg,person,133,184,244,367,500,375,3,4
000302.jpg,motorbike,121,213,273,367,500,375,3,14
000303.jpg,car,15,500,39,280,500,377,3,2
000303.jpg,car,465,500,71,165,500,377,3,2
000303.jpg,car,445,500,68,93,500,377,3,2
000303.jpg,car,1,93,63,113,500,377,3,2
000303.jpg,car,2,85,81,131,500,377,3,2
000303.jpg,car,1,51,111,196,500,377,3,2
000304.jpg,tvmonitor,82,242,96,238,375,500,3,11
000305.jpg,bicycle,16,296,232,500,333,500,3,5
000305.jpg,person,57,323,79,474,333,500,3,4
000306.jpg,cow,89,144,32,72,500,176,3,19
000306.jpg,cow,114,182,36,86,500,176,3,19
000306.jpg,cow,237,302,46,87,500,176,3,19
000306.jpg,cow,303,380,42,87,500,176,3,19
000307.jpg,pottedplant,2,500,3,375,500,375,3,15
000307.jpg,pottedplant,1,40,229,375,500,375,3,15
000308.jpg,person,351,433,100,190,500,375,3,4
000308.jpg,person,224,308,124,269,500,375,3,4
000308.jpg,person,144,243,153,321,500,375,3,4
000308.jpg,person,163,225,114,167,500,375,3,4
000308.jpg,person,216,276,107,154,500,375,3,4
000308.jpg,diningtable,33,396,136,317,500,375,3,10
000311.jpg,car,47,433,42,354,500,375,3,2
000312.jpg,train,3,500,2,334,500,335,3,8
000317.jpg,car,118,407,151,221,500,354,3,2
000318.jpg,car,322,436,79,167,500,331,3,2
000318.jpg,car,201,301,81,143,500,331,3,2
000320.jpg,car,305,337,8,27,375,500,3,2
000320.jpg,car,272,304,10,26,375,500,3,2
000320.jpg,car,228,273,1,29,375,500,3,2
000320.jpg,person,1,372,78,500,375,500,3,4
000321.jpg,person,44,249,167,458,333,500,3,4
000322.jpg,person,13,469,2,332,500,332,3,4
000323.jpg,person,277,500,3,375,500,375,3,4
000323.jpg,person,12,305,3,375,500,375,3,4
000325.jpg,aeroplane,100,500,63,200,500,375,3,9
000328.jpg,horse,58,257,147,265,500,332,3,3
000328.jpg,horse,1,50,109,229,500,332,3,3
000328.jpg,horse,305,440,98,236,500,332,3,3
000328.jpg,horse,281,316,133,204,500,332,3,3
000328.jpg,person,116,174,62,226,500,332,3,4
000328.jpg,person,170,209,83,148,500,332,3,4
000328.jpg,person,362,414,70,204,500,332,3,4
000328.jpg,person,281,327,94,180,500,332,3,4
000329.jpg,car,291,318,211,233,500,333,3,2
000329.jpg,car,219,241,220,237,500,333,3,2
000329.jpg,car,259,274,212,224,500,333,3,2
000331.jpg,chair,171,373,234,482,375,500,3,1
000331.jpg,chair,61,138,222,426,375,500,3,1
000331.jpg,chair,1,50,366,500,375,500,3,1
000331.jpg,person,149,358,254,467,375,500,3,4
000332.jpg,horse,54,285,50,262,500,333,3,3
000334.jpg,car,37,273,110,178,500,302,3,2
000336.jpg,dog,4,472,7,426,500,430,3,7
000337.jpg,bicycle,76,160,153,276,500,375,3,5
000337.jpg,bicycle,219,429,176,374,500,375,3,5
000337.jpg,person,29,68,29,111,500,375,3,4
000337.jpg,person,119,162,4,53,500,375,3,4
000337.jpg,person,113,167,28,131,500,375,3,4
000337.jpg,person,242,288,17,103,500,375,3,4
000337.jpg,person,68,165,92,255,500,375,3,4
000337.jpg,person,235,403,30,362,500,375,3,4
000337.jpg,person,176,231,75,132,500,375,3,4
000337.jpg,person,233,259,88,157,500,375,3,4
000338.jpg,person,197,216,91,116,500,333,3,4
000338.jpg,car,82,384,73,203,500,333,3,2
000340.jpg,bird,334,447,131,363,500,375,3,12
000340.jpg,bird,72,186,38,255,500,375,3,12
000343.jpg,car,25,489,74,323,500,375,3,2
000344.jpg,bottle,89,307,2,441,375,500,3,13
000347.jpg,horse,77,411,2,348,466,357,3,3
000349.jpg,diningtable,159,413,131,362,500,375,3,10
000349.jpg,chair,321,479,126,363,500,375,3,1
000349.jpg,chair,284,360,76,144,500,375,3,1
000349.jpg,chair,100,206,91,298,500,375,3,1
000349.jpg,chair,167,326,161,375,500,375,3,1
000349.jpg,tvmonitor,2,89,2,131,500,375,3,11
000352.jpg,person,33,149,68,247,500,375,3,4
000352.jpg,person,131,210,68,249,500,375,3,4
000352.jpg,person,198,309,59,284,500,375,3,4
000352.jpg,person,294,500,83,375,500,375,3,4
000352.jpg,sofa,12,500,100,375,500,375,3,17
000354.jpg,cat,153,356,116,375,500,375,3,6
000355.jpg,car,22,427,36,293,500,333,3,2
000359.jpg,dog,263,388,266,479,432,500,3,7
000359.jpg,person,25,288,13,481,432,500,3,4
000359.jpg,chair,39,420,84,426,432,500,3,1
000363.jpg,bird,59,220,15,239,500,333,3,12
000363.jpg,bird,161,500,122,333,500,333,3,12
000367.jpg,bottle,227,271,124,265,500,375,3,13
000367.jpg,bottle,331,390,122,354,500,375,3,13
000367.jpg,bottle,394,422,183,340,500,375,3,13
000367.jpg,bottle,285,326,125,340,500,375,3,13
000367.jpg,car,430,500,184,229,500,375,3,2
000367.jpg,car,2,500,255,375,500,375,3,2
000367.jpg,person,174,295,66,265,500,375,3,4
000370.jpg,boat,94,253,104,256,500,374,3,16
000370.jpg,boat,244,420,122,257,500,374,3,16
000372.jpg,person,269,360,19,296,500,334,3,4
000372.jpg,horse,354,420,114,156,500,334,3,3
